iat,len,diffLen,class
1091000,40,65575,0
43000,0,65495,0
1148000,40,65575,0
56000,0,65495,0
1219000,40,65575,0
55000,0,65495,0
60000,0,65535,0
1313000,40,65575,0
61000,0,65495,0
57000,0,65535,0
1368000,40,65575,0
1000,40,65535,0
9000,0,65495,0
841000,40,65575,0
5966000,57,65552,0
0,152,65630,0
14000,40,65423,0
454000,40,65535,0
344000,40,65535,0
191308000,52,65547,0
512000,52,65535,0
14000,40,65523,0
57000,366,65861,0
260000,40,65209,0
24071000,57,65552,0
1000,152,65630,0
16000,40,65423,0
434000,40,65535,0
265000,40,65535,0
505961000,52,65547,0
484000,52,65535,0
20000,40,65523,0
54000,366,65861,0
320000,40,65209,0
9279000,57,65552,0
20000,152,65630,0
16000,40,65423,0
644000,40,65535,0
265000,40,65535,0
504641000,52,65547,0
604000,52,65535,0
36000,40,65523,0
84000,366,65861,0
409000,40,65209,0
9730000,57,65552,0
47000,152,65630,0
13000,40,65423,0
499000,40,65535,0
366000,40,65535,0
503933000,52,65547,0
722000,52,65535,0
24000,40,65523,0
58000,366,65861,0
276000,40,65209,0
10578000,57,65552,0
1000,152,65630,0
22000,40,65423,0
535000,40,65535,0
348000,40,65535,0
502898000,52,65547,0
475000,52,65535,0
18000,40,65523,0
56000,366,65861,0
517000,40,65209,0
9183000,57,65552,0
91000,152,65630,0
15000,40,65423,0
482000,40,65535,0
317000,40,65535,0
504336000,52,65547,0
550000,52,65535,0
21000,40,65523,0
53000,366,65861,0
519000,40,65209,0
9659000,57,65552,0
22000,152,65630,0
11000,40,65423,0
475000,40,65535,0
319000,40,65535,0
503998000,52,65547,0
454000,52,65535,0
20000,40,65523,0
61000,366,65861,0
309000,40,65209,0
9360000,57,65552,0
14000,152,65630,0
9000,40,65423,0
469000,40,65535,0
280000,40,65535,0
504525000,52,65547,0
565000,52,65535,0
30000,40,65523,0
62000,366,65861,0
361000,40,65209,0
9702000,57,65552,0
39000,152,65630,0
11000,40,65423,0
470000,40,65535,0
399000,40,65535,0
488295000,52,65547,0
503000,52,65535,0
18000,40,65523,0
51000,366,65861,0
415000,40,65209,0
9477000,57,65552,0
1000,152,65630,0
34000,40,65423,0
627000,40,65535,0
373000,40,65535,0
504416000,52,65547,0
590000,52,65535,0
22000,40,65523,0
74000,366,65861,0
333000,40,65209,0
10241000,57,65552,0
1000,152,65630,0
19000,40,65423,0
550000,40,65535,0
367000,40,65535,0
503198000,52,65547,0
541000,52,65535,0
35000,40,65523,0
97000,366,65861,0
256000,40,65209,0
9787000,57,65552,0
2000,152,65630,0
37000,40,65423,0
736000,40,65535,0
339000,40,65535,0
503712000,52,65547,0
548000,52,65535,0
34000,40,65523,0
98000,366,65861,0
325000,40,65209,0
9229000,57,65552,0
1000,152,65630,0
20000,40,65423,0
534000,40,65535,0
386000,40,65535,0
504758000,52,65547,0
480000,52,65535,0
38000,40,65523,0
57000,366,65861,0
505000,40,65209,0
9316000,57,65552,0
2000,152,65630,0
35000,40,65423,0
590000,40,65535,0
329000,40,65535,0
504228000,52,65547,0
500000,52,65535,0
36000,40,65523,0
109000,366,65861,0
286000,40,65209,0
9686000,57,65552,0
12000,152,65630,0
10000,40,65423,0
545000,40,65535,0
310000,40,65535,0
504055000,52,65547,0
543000,52,65535,0
33000,40,65523,0
99000,366,65861,0
302000,40,65209,0
10055000,57,65552,0
15000,152,65630,0
10000,40,65423,0
531000,40,65535,0
334000,40,65535,0
503775000,52,65547,0
442000,52,65535,0
21000,40,65523,0
62000,366,65861,0
478000,40,65209,0
9684000,57,65552,0
2000,152,65630,0
33000,40,65423,0
621000,40,65535,0
314000,40,65535,0
503669000,52,65547,0
580000,52,65535,0
16000,40,65523,0
72000,366,65861,0
392000,40,65209,0
10128000,57,65552,0
46000,152,65630,0
11000,40,65423,0
480000,40,65535,0
342000,40,65535,0
503654000,52,65547,0
392000,52,65535,0
20000,40,65523,0
60000,366,65861,0
392000,40,65209,0
10027000,57,65552,0
25000,152,65630,0
10000,40,65423,0
458000,40,65535,0
283000,40,65535,0
504004000,52,65547,0
519000,52,65535,0
20000,40,65523,0
55000,366,65861,0
332000,40,65209,0
9783000,57,65552,0
20000,152,65630,0
17000,40,65423,0
569000,40,65535,0
342000,40,65535,0
503837000,52,65547,0
462000,52,65535,0
20000,40,65523,0
43000,366,65861,0
900000,40,65209,0
9839000,57,65552,0
15000,152,65630,0
10000,40,65423,0
524000,40,65535,0
307000,40,65535,0
487895000,52,65547,0
547000,52,65535,0
17000,40,65523,0
64000,366,65861,0
362000,40,65209,0
9445000,57,65552,0
13000,152,65630,0
10000,40,65423,0
508000,40,65535,0
339000,40,65535,0
504499000,52,65547,0
591000,52,65535,0
31000,40,65523,0
99000,366,65861,0
388000,40,65209,0
10236000,57,65552,0
1000,152,65630,0
29000,40,65423,0
627000,40,65535,0
374000,40,65535,0
503395000,52,65547,0
563000,52,65535,0
25000,40,65523,0
60000,366,65861,0
328000,40,65209,0
9733000,57,65552,0
1000,152,65630,0
34000,40,65423,0
558000,40,65535,0
353000,40,65535,0
503904000,52,65547,0
500000,52,65535,0
20000,40,65523,0
62000,366,65861,0
561000,40,65209,0
9442000,57,65552,0
24000,152,65630,0
17000,40,65423,0
686000,40,65535,0
337000,40,65535,0
488715000,52,65547,0
577000,52,65535,0
42000,40,65523,0
122000,366,65861,0
390000,40,65209,0
9321000,57,65552,0
1000,152,65630,0
25000,40,65423,0
623000,40,65535,0
384000,40,65535,0
503598000,52,65547,0
581000,52,65535,0
22000,40,65523,0
51000,366,65861,0
638000,40,65209,0
10010000,57,65552,0
2000,152,65630,0
34000,40,65423,0
636000,40,65535,0
376000,40,65535,0
503166000,52,65547,0
535000,52,65535,0
20000,40,65523,0
52000,366,65861,0
317000,40,65209,0
9863000,57,65552,0
26000,152,65630,0
17000,40,65423,0
638000,40,65535,0
309000,40,65535,0
503714000,52,65547,0
515000,52,65535,0
19000,40,65523,0
60000,366,65861,0
573000,40,65209,0
9650000,57,65552,0
1000,152,65630,0
18000,40,65423,0
694000,40,65535,0
288000,40,65535,0
503852000,52,65547,0
465000,52,65535,0
20000,40,65523,0
61000,366,65861,0
250000,40,65209,0
10093000,57,65552,0
52000,152,65630,0
12000,40,65423,0
467000,40,65535,0
313000,40,65535,0
503954000,52,65547,0
530000,52,65535,0
23000,40,65523,0
53000,366,65861,0
606000,40,65209,0
9891000,57,65552,0
1000,152,65630,0
19000,40,65423,0
507000,40,65535,0
357000,40,65535,0
487983000,52,65547,0
459000,52,65535,0
23000,40,65523,0
44000,366,65861,0
644000,40,65209,0
9463000,57,65552,0
28000,152,65630,0
19000,40,65423,0
544000,40,65535,0
334000,40,65535,0
504034000,52,65547,0
558000,52,65535,0
34000,40,65523,0
98000,366,65861,0
309000,40,65209,0
9727000,57,65552,0
26000,152,65630,0
11000,40,65423,0
496000,40,65535,0
284000,40,65535,0
488444000,52,65547,0
472000,52,65535,0
22000,40,65523,0
51000,366,65861,0
320000,40,65209,0
9434000,57,65552,0
21000,152,65630,0
12000,40,65423,0
490000,40,65535,0
363000,40,65535,0
504307000,52,65547,0
503000,52,65535,0
17000,40,65523,0
50000,366,65861,0
304000,40,65209,0
9832000,57,65552,0
30000,152,65630,0
11000,40,65423,0
480000,40,65535,0
316000,40,65535,0
488607000,52,65547,0
545000,52,65535,0
16000,40,65523,0
51000,366,65861,0
279000,40,65209,0
9882000,57,65552,0
12000,152,65630,0
10000,40,65423,0
487000,40,65535,0
363000,40,65535,0
503884000,52,65547,0
501000,52,65535,0
21000,40,65523,0
58000,366,65861,0
427000,40,65209,0
10263000,57,65552,0
13000,152,65630,0
10000,40,65423,0
495000,40,65535,0
304000,40,65535,0
487910000,52,65547,0
585000,52,65535,0
18000,40,65523,0
42000,366,65861,0
342000,40,65209,0
9685000,57,65552,0
14000,152,65630,0
11000,40,65423,0
495000,40,65535,0
337000,40,65535,0
504095000,52,65547,0
415000,52,65535,0
20000,40,65523,0
52000,366,65861,0
274000,40,65209,0
9688000,57,65552,0
26000,152,65630,0
12000,40,65423,0
502000,40,65535,0
321000,40,65535,0
504278000,52,65547,0
532000,52,65535,0
34000,40,65523,0
97000,366,65861,0
262000,40,65209,0
9687000,57,65552,0
1000,152,65630,0
33000,40,65423,0
544000,40,65535,0
403000,40,65535,0
504072000,52,65547,0
490000,52,65535,0
19000,40,65523,0
61000,366,65861,0
345000,40,65209,0
9367000,57,65552,0
2000,152,65630,0
35000,40,65423,0
570000,40,65535,0
403000,40,65535,0
488549000,52,65547,0
570000,52,65535,0
32000,40,65523,0
113000,366,65861,0
299000,40,65209,0
9143000,57,65552,0
1000,152,65630,0
33000,40,65423,0
681000,40,65535,0
422000,40,65535,0
504487000,52,65547,0
419000,52,65535,0
20000,40,65523,0
49000,366,65861,0
412000,40,65209,0
9330000,57,65552,0
1000,152,65630,0
18000,40,65423,0
506000,40,65535,0
305000,40,65535,0
488924000,52,65547,0
560000,52,65535,0
32000,40,65523,0
50000,366,65861,0
385000,40,65209,0
9722000,57,65552,0
68000,152,65630,0
20000,40,65423,0
629000,40,65535,0
316000,40,65535,0
503974000,52,65547,0
448000,52,65535,0
20000,40,65523,0
53000,366,65861,0
378000,40,65209,0
10505000,57,65552,0
1000,152,65630,0
28000,40,65423,0
634000,40,65535,0
407000,40,65535,0
502994000,52,65547,0
549000,52,65535,0
33000,40,65523,0
94000,366,65861,0
327000,40,65209,0
9494000,57,65552,0
1000,152,65630,0
19000,40,65423,0
768000,40,65535,0
291000,40,65535,0
503956000,52,65547,0
521000,52,65535,0
33000,40,65523,0
53000,366,65861,0
440000,40,65209,0
9716000,57,65552,0
13000,152,65630,0
10000,40,65423,0
570000,40,65535,0
353000,40,65535,0
488491000,52,65547,0
523000,52,65535,0
24000,40,65523,0
51000,366,65861,0
387000,40,65209,0
10242000,57,65552,0
21000,152,65630,0
12000,40,65423,0
568000,40,65535,0
373000,40,65535,0
503194000,52,65547,0
503000,52,65535,0
20000,40,65523,0
61000,366,65861,0
498000,40,65209,0
9104000,57,65552,0
2000,152,65630,0
39000,40,65423,0
617000,40,65535,0
392000,40,65535,0
504377000,52,65547,0
441000,52,65535,0
14000,40,65523,0
61000,366,65861,0
454000,40,65209,0
9769000,57,65552,0
1000,152,65630,0
30000,40,65423,0
534000,40,65535,0
379000,40,65535,0
504009000,52,65547,0
503000,52,65535,0
29000,40,65523,0
99000,366,65861,0
316000,40,65209,0
9205000,57,65552,0
34000,152,65630,0
11000,40,65423,0
481000,40,65535,0
410000,40,65535,0
488994000,52,65547,0
433000,52,65535,0
19000,40,65523,0
60000,366,65861,0
265000,40,65209,0
9157000,57,65552,0
24000,152,65630,0
20000,40,65423,0
532000,40,65535,0
487000,40,65535,0
504624000,52,65547,0
592000,52,65535,0
35000,40,65523,0
99000,366,65861,0
547000,40,65209,0
9344000,57,65552,0
21000,152,65630,0
16000,40,65423,0
587000,40,65535,0
318000,40,65535,0
503908000,52,65547,0
455000,52,65535,0
20000,40,65523,0
51000,366,65861,0
281000,40,65209,0
9939000,57,65552,0
14000,152,65630,0
10000,40,65423,0
499000,40,65535,0
260000,40,65535,0
504070000,52,65547,0
533000,52,65535,0
21000,40,65523,0
74000,366,65861,0
348000,40,65209,0
9743000,57,65552,0
1000,152,65630,0
17000,40,65423,0
480000,40,65535,0
358000,40,65535,0
504131000,52,65547,0
495000,52,65535,0
35000,40,65523,0
75000,366,65861,0
320000,40,65209,0
9407000,57,65552,0
2000,152,65630,0
36000,40,65423,0
632000,40,65535,0
270000,40,65535,0
504128000,52,65547,0
532000,52,65535,0
21000,40,65523,0
60000,366,65861,0
369000,40,65209,0
9373000,57,65552,0
1000,152,65630,0
19000,40,65423,0
494000,40,65535,0
380000,40,65535,0
504648000,52,65547,0
447000,52,65535,0
21000,40,65523,0
53000,366,65861,0
394000,40,65209,0
9340000,57,65552,0
1000,152,65630,0
17000,40,65423,0
505000,40,65535,0
389000,40,65535,0
488657000,52,65547,0
472000,52,65535,0
32000,40,65523,0
95000,366,65861,0
313000,40,65209,0
9803000,57,65552,0
23000,152,65630,0
11000,40,65423,0
474000,40,65535,0
313000,40,65535,0
504097000,52,65547,0
530000,52,65535,0
34000,40,65523,0
96000,366,65861,0
324000,40,65209,0
10062000,57,65552,0
45000,152,65630,0
12000,40,65423,0
484000,40,65535,0
381000,40,65535,0
487938000,52,65547,0
486000,52,65535,0
20000,40,65523,0
52000,366,65861,0
382000,40,65209,0
15731000,57,65552,0
1000,163,65641,0
37000,40,65412,0
583000,40,65535,0
330000,40,65535,0
1023000,52,65547,0
363000,52,65535,0
13000,40,65523,0
45000,325,65820,0
271000,40,65250,0
6448000,57,65552,0
35000,152,65630,0
8000,40,65423,0
448000,40,65535,0
275000,40,65535,0
1257000,52,65547,0
327000,52,65535,0
27000,40,65523,0
38154000,366,65861,0
484000,40,65209,0
12093000,57,65552,0
1000,152,65630,0
28000,40,65423,0
574000,40,65535,0
364000,40,65535,0
290296000,52,65547,0
400000,52,65535,0
20000,40,65523,0
43000,405,65900,0
325000,40,65170,0
7831000,57,65552,0
1000,152,65630,0
20000,40,65423,0
518000,40,65535,0
292000,40,65535,0
1904000,52,65547,0
416000,52,65535,0
13000,40,65523,0
143000,0,65495,0
898000,40,65575,0
33000,0,65495,0
652000,40,65575,0
17000,0,65495,0
1310000,40,65575,0
36000,0,65495,0
860000,40,65575,0
22000,0,65495,0
1013000,40,65575,0
20000,0,65495,0
954000,40,65575,0
24000,0,65495,0
1052000,40,65575,0
24000,0,65495,0
1080000,40,65575,0
34000,0,65495,0
1147000,40,65575,0
32000,0,65495,0
26000,0,65535,0
1317000,40,65575,0
28000,0,65495,0
27000,0,65535,0
1341000,40,65575,0
11000,0,65495,0
90000,40,65575,0
748000,40,65535,0
6817000,57,65552,0
0,152,65630,0
14000,40,65423,0
457000,40,65535,0
331000,40,65535,0
190862000,52,65547,0
519000,52,65535,0
15000,40,65523,0
56000,366,65861,0
653000,40,65209,0
9304000,57,65552,0
14000,152,65630,0
9000,40,65423,0
471000,40,65535,0
319000,40,65535,0
489156000,52,65547,0
535000,52,65535,0
16000,40,65523,0
65000,366,65861,0
341000,40,65209,0
10160000,57,65552,0
2000,152,65630,0
32000,40,65423,0
583000,40,65535,0
329000,40,65535,0
503591000,52,65547,0
526000,52,65535,0
19000,40,65523,0
76000,366,65861,0
405000,40,65209,0
9885000,57,65552,0
25000,152,65630,0
17000,40,65423,0
575000,40,65535,0
359000,40,65535,0
503773000,52,65547,0
480000,52,65535,0
29000,40,65523,0
101000,366,65861,0
302000,40,65209,0
9622000,57,65552,0
40000,152,65630,0
20000,40,65423,0
602000,40,65535,0
334000,40,65535,0
503910000,52,65547,0
573000,52,65535,0
21000,40,65523,0
43000,366,65861,0
583000,40,65209,0
9236000,57,65552,0
1000,152,65630,0
32000,40,65423,0
503000,40,65535,0
349000,40,65535,0
488492000,52,65547,0
490000,52,65535,0
16000,40,65523,0
53000,366,65861,0
269000,40,65209,0
9407000,57,65552,0
1000,152,65630,0
35000,40,65423,0
522000,40,65535,0
317000,40,65535,0
504592000,52,65547,0
596000,52,65535,0
32000,40,65523,0
61000,366,65861,0
332000,40,65209,0
9598000,57,65552,0
2000,152,65630,0
38000,40,65423,0
581000,40,65535,0
435000,40,65535,0
504015000,52,65547,0
467000,52,65535,0
17000,40,65523,0
52000,366,65861,0
430000,40,65209,0
10433000,57,65552,0
1000,152,65630,0
33000,40,65423,0
642000,40,65535,0
371000,40,65535,0
503165000,52,65547,0
572000,52,65535,0
20000,40,65523,0
61000,366,65861,0
365000,40,65209,0
9717000,57,65552,0
74000,152,65630,0
12000,40,65423,0
516000,40,65535,0
319000,40,65535,0
503992000,52,65547,0
412000,52,65535,0
16000,40,65523,0
59000,366,65861,0
247000,40,65209,0
9451000,57,65552,0
14000,152,65630,0
9000,40,65423,0
486000,40,65535,0
284000,40,65535,0
504631000,52,65547,0
553000,52,65535,0
32000,40,65523,0
93000,366,65861,0
329000,40,65209,0
9709000,57,65552,0
15000,152,65630,0
10000,40,65423,0
471000,40,65535,0
318000,40,65535,0
504000000,52,65547,0
389000,52,65535,0
17000,40,65523,0
49000,366,65861,0
389000,40,65209,0
9790000,57,65552,0
22000,152,65630,0
16000,40,65423,0
536000,40,65535,0
321000,40,65535,0
504045000,52,65547,0
479000,52,65535,0
21000,40,65523,0
61000,366,65861,0
285000,40,65209,0
11081000,57,65552,0
20000,152,65630,0
21000,40,65423,0
648000,40,65535,0
313000,40,65535,0
502718000,52,65547,0
398000,52,65535,0
17000,40,65523,0
69000,366,65861,0
299000,40,65209,0
9019000,57,65552,0
75000,152,65630,0
13000,40,65423,0
450000,40,65535,0
300000,40,65535,0
505018000,52,65547,0
435000,52,65535,0
17000,40,65523,0
61000,366,65861,0
266000,40,65209,0
9646000,57,65552,0
23000,152,65630,0
10000,40,65423,0
681000,40,65535,0
388000,40,65535,0
488576000,52,65547,0
500000,52,65535,0
28000,40,65523,0
93000,366,65861,0
304000,40,65209,0
9339000,57,65552,0
13000,152,65630,0
9000,40,65423,0
512000,40,65535,0
233000,40,65535,0
504453000,52,65547,0
439000,52,65535,0
16000,40,65523,0
70000,366,65861,0
346000,40,65209,0
8780000,57,65552,0
1000,152,65630,0
17000,40,65423,0
504000,40,65535,0
367000,40,65535,0
505139000,52,65547,0
425000,52,65535,0
18000,40,65523,0
51000,366,65861,0
311000,40,65209,0
10257000,57,65552,0
1000,152,65630,0
32000,40,65423,0
625000,40,65535,0
373000,40,65535,0
503360000,52,65547,0
536000,52,65535,0
32000,40,65523,0
95000,366,65861,0
269000,40,65209,0
10442000,57,65552,0
1000,152,65630,0
17000,40,65423,0
493000,40,65535,0
338000,40,65535,0
503543000,52,65547,0
449000,52,65535,0
22000,40,65523,0
51000,366,65861,0
235000,40,65209,0
9694000,57,65552,0
1000,152,65630,0
19000,40,65423,0
552000,40,65535,0
391000,40,65535,0
504020000,52,65547,0
380000,52,65535,0
20000,40,65523,0
59000,366,65861,0
390000,40,65209,0
9478000,57,65552,0
14000,152,65630,0
10000,40,65423,0
499000,40,65535,0
299000,40,65535,0
489007000,52,65547,0
546000,52,65535,0
20000,40,65523,0
51000,366,65861,0
287000,40,65209,0
9784000,57,65552,0
27000,152,65630,0
11000,40,65423,0
473000,40,65535,0
281000,40,65535,0
504209000,52,65547,0
474000,52,65535,0
21000,40,65523,0
50000,366,65861,0
472000,40,65209,0
11979000,57,65552,0
1000,152,65630,0
33000,40,65423,0
590000,40,65535,0
386000,40,65535,0
501489000,52,65547,0
526000,52,65535,0
20000,40,65523,0
50000,366,65861,0
423000,40,65209,0
9277000,57,65552,0
30000,152,65630,0
24000,40,65423,0
472000,40,65535,0
357000,40,65535,0
504321000,52,65547,0
447000,52,65535,0
19000,40,65523,0
52000,366,65861,0
356000,40,65209,0
9727000,57,65552,0
11000,152,65630,0
9000,40,65423,0
469000,40,65535,0
298000,40,65535,0
504270000,52,65547,0
1087000,52,65535,0
32000,40,65523,0
95000,366,65861,0
417000,40,65209,0
9379000,57,65552,0
2000,152,65630,0
33000,40,65423,0
505000,40,65535,0
371000,40,65535,0
503709000,52,65547,0
495000,52,65535,0
21000,40,65523,0
64000,366,65861,0
312000,40,65209,0
9283000,57,65552,0
24000,152,65630,0
11000,40,65423,0
500000,40,65535,0
292000,40,65535,0
504772000,52,65547,0
540000,52,65535,0
23000,40,65523,0
49000,366,65861,0
418000,40,65209,0
9802000,57,65552,0
1000,152,65630,0
20000,40,65423,0
538000,40,65535,0
401000,40,65535,0
503726000,52,65547,0
415000,52,65535,0
22000,40,65523,0
52000,366,65861,0
243000,40,65209,0
9072000,57,65552,0
47000,152,65630,0
20000,40,65423,0
546000,40,65535,0
278000,40,65535,0
504940000,52,65547,0
516000,52,65535,0
33000,40,65523,0
111000,366,65861,0
417000,40,65209,0
9107000,57,65552,0
11000,152,65630,0
9000,40,65423,0
511000,40,65535,0
341000,40,65535,0
504443000,52,65547,0
532000,52,65535,0
34000,40,65523,0
96000,366,65861,0
283000,40,65209,0
9135000,57,65552,0
2000,152,65630,0
35000,40,65423,0
481000,40,65535,0
312000,40,65535,0
505152000,52,65547,0
800000,52,65535,0
31000,40,65523,0
70000,366,65861,0
328000,40,65209,0
11209000,57,65552,0
14000,152,65630,0
9000,40,65423,0
646000,40,65535,0
317000,40,65535,0
501847000,52,65547,0
441000,52,65535,0
22000,40,65523,0
62000,366,65861,0
284000,40,65209,0
9303000,57,65552,0
0,152,65630,0
21000,40,65423,0
492000,40,65535,0
306000,40,65535,0
504708000,52,65547,0
515000,52,65535,0
22000,40,65523,0
53000,366,65861,0
333000,40,65209,0
9564000,57,65552,0
38000,152,65630,0
12000,40,65423,0
481000,40,65535,0
316000,40,65535,0
504208000,52,65547,0
531000,52,65535,0
18000,40,65523,0
66000,366,65861,0
439000,40,65209,0
12037000,57,65552,0
1000,152,65630,0
18000,40,65423,0
499000,40,65535,0
666000,40,65535,0
501382000,52,65547,0
458000,52,65535,0
21000,40,65523,0
48000,366,65861,0
259000,40,65209,0
9782000,57,65552,0
14000,152,65630,0
29000,40,65423,0
503000,40,65535,0
266000,40,65535,0
488615000,52,65547,0
461000,52,65535,0
20000,40,65523,0
47000,366,65861,0
287000,40,65209,0
9505000,57,65552,0
14000,152,65630,0
9000,40,65423,0
478000,40,65535,0
268000,40,65535,0
504393000,52,65547,0
367000,52,65535,0
20000,40,65523,0
49000,366,65861,0
298000,40,65209,0
9348000,57,65552,0
70000,152,65630,0
13000,40,65423,0
442000,40,65535,0
344000,40,65535,0
504696000,52,65547,0
408000,52,65535,0
22000,40,65523,0
52000,366,65861,0
280000,40,65209,0
9522000,57,65552,0
53000,152,65630,0
12000,40,65423,0
453000,40,65535,0
290000,40,65535,0
504533000,52,65547,0
490000,52,65535,0
20000,40,65523,0
61000,366,65861,0
440000,40,65209,0
9168000,57,65552,0
38000,152,65630,0
11000,40,65423,0
465000,40,65535,0
335000,40,65535,0
504754000,52,65547,0
538000,52,65535,0
21000,40,65523,0
63000,366,65861,0
395000,40,65209,0
9719000,57,65552,0
1000,152,65630,0
19000,40,65423,0
545000,40,65535,0
331000,40,65535,0
503971000,52,65547,0
497000,52,65535,0
18000,40,65523,0
55000,366,65861,0
421000,40,65209,0
9899000,57,65552,0
1000,152,65630,0
19000,40,65423,0
501000,40,65535,0
348000,40,65535,0
503660000,52,65547,0
520000,52,65535,0
21000,40,65523,0
45000,366,65861,0
392000,40,65209,0
9726000,57,65552,0
2000,152,65630,0
34000,40,65423,0
513000,40,65535,0
402000,40,65535,0
504149000,52,65547,0
376000,52,65535,0
27000,40,65523,0
53000,366,65861,0
285000,40,65209,0
9389000,57,65552,0
1000,152,65630,0
32000,40,65423,0
511000,40,65535,0
673000,40,65535,0
504108000,52,65547,0
482000,52,65535,0
20000,40,65523,0
62000,366,65861,0
265000,40,65209,0
9409000,57,65552,0
1000,152,65630,0
33000,40,65423,0
662000,40,65535,0
326000,40,65535,0
504070000,52,65547,0
483000,52,65535,0
17000,40,65523,0
49000,366,65861,0
418000,40,65209,0
9351000,57,65552,0
29000,152,65630,0
10000,40,65423,0
520000,40,65535,0
326000,40,65535,0
489012000,52,65547,0
495000,52,65535,0
22000,40,65523,0
56000,366,65861,0
334000,40,65209,0
9606000,57,65552,0
2000,152,65630,0
36000,40,65423,0
666000,40,65535,0
395000,40,65535,0
504338000,52,65547,0
396000,52,65535,0
32000,40,65523,0
71000,366,65861,0
337000,40,65209,0
9491000,57,65552,0
1000,152,65630,0
22000,40,65423,0
530000,40,65535,0
360000,40,65535,0
488832000,52,65547,0
656000,52,65535,0
27000,40,65523,0
81000,366,65861,0
373000,40,65209,0
9988000,57,65552,0
20000,152,65630,0
12000,40,65423,0
792000,40,65535,0
377000,40,65535,0
503338000,52,65547,0
646000,52,65535,0
37000,40,65523,0
83000,366,65861,0
626000,40,65209,0
9494000,57,65552,0
20000,152,65630,0
13000,40,65423,0
594000,40,65535,0
417000,40,65535,0
503691000,52,65547,0
535000,52,65535,0
27000,40,65523,0
76000,366,65861,0
290000,40,65209,0
9666000,57,65552,0
54000,152,65630,0
14000,40,65423,0
604000,40,65535,0
394000,40,65535,0
503531000,52,65547,0
545000,52,65535,0
20000,40,65523,0
62000,366,65861,0
552000,40,65209,0
9502000,57,65552,0
1000,152,65630,0
19000,40,65423,0
506000,40,65535,0
350000,40,65535,0
504180000,52,65547,0
519000,52,65535,0
23000,40,65523,0
53000,366,65861,0
313000,40,65209,0
9526000,57,65552,0
27000,152,65630,0
12000,40,65423,0
488000,40,65535,0
268000,40,65535,0
504402000,52,65547,0
583000,52,65535,0
23000,40,65523,0
54000,366,65861,0
313000,40,65209,0
9706000,57,65552,0
16000,152,65630,0
11000,40,65423,0
586000,40,65535,0
361000,40,65535,0
504108000,52,65547,0
499000,52,65535,0
22000,40,65523,0
66000,366,65861,0
464000,40,65209,0
10068000,57,65552,0
25000,152,65630,0
11000,40,65423,0
577000,40,65535,0
359000,40,65535,0
503249000,52,65547,0
565000,52,65535,0
16000,40,65523,0
51000,366,65861,0
321000,40,65209,0
9954000,57,65552,0
1000,152,65630,0
16000,40,65423,0
538000,40,65535,0
344000,40,65535,0
488328000,52,65547,0
562000,52,65535,0
20000,40,65523,0
55000,366,65861,0
286000,40,65209,0
9236000,57,65552,0
1000,152,65630,0
21000,40,65423,0
571000,40,65535,0
299000,40,65535,0
504515000,52,65547,0
452000,52,65535,0
20000,40,65523,0
53000,366,65861,0
371000,40,65209,0
9321000,57,65552,0
25000,152,65630,0
12000,40,65423,0
494000,40,65535,0
306000,40,65535,0
488941000,52,65547,0
411000,52,65535,0
21000,40,65523,0
56000,366,65861,0
276000,40,65209,0
19146000,57,65552,0
165000,163,65641,0
25000,40,65412,0
524000,40,65535,0
300000,40,65535,0
1235000,52,65547,0
524000,52,65535,0
26000,40,65523,0
92000,325,65820,0
970000,40,65250,0
20367000,57,65552,0
1000,152,65630,0
17000,40,65423,0
501000,40,65535,0
344000,40,65535,0
1261000,52,65547,0
370000,52,65535,0
14000,40,65523,0
52961000,366,65861,0
409000,40,65209,0
9083000,57,65552,0
1000,152,65630,0
42000,40,65423,0
636000,40,65535,0
344000,40,65535,0
290002000,52,65547,0
505000,52,65535,0
15000,40,65523,0
55000,405,65900,0
311000,40,65170,0
7373000,57,65552,0
26000,152,65630,0
10000,40,65423,0
491000,40,65535,0
259000,40,65535,0
1768000,52,65547,0
459000,52,65535,0
13000,40,65523,0
168000,0,65495,0
537000,40,65575,0
17000,0,65495,0
837000,40,65575,0
17000,0,65495,0
906000,40,65575,0
37000,0,65495,0
904000,40,65575,0
38000,0,65495,0
1124000,40,65575,0
35000,0,65495,0
1222000,40,65575,0
35000,0,65495,0
1019000,40,65575,0
27000,0,65495,0
1243000,40,65575,0
59000,0,65495,0
470000,40,65575,0
9000,0,65495,0
768000,40,65575,0
50000,0,65495,0
59000,1500,67035,0
10000,40,64075,0
7000,0,65495,0
1528000,40,65575,0
58000,0,65495,0
51000,0,65535,0
16000,40,65575,0
10000,0,65495,0
1265000,40,65575,0
74000,40,65535,0
0,40,65535,0
6606000,57,65552,0
2000,152,65630,0
26000,40,65423,0
424000,40,65535,0
317000,40,65535,0
177626000,52,65547,0
406000,52,65535,0
18000,40,65523,0
61000,366,65861,0
625000,40,65209,0
9851000,57,65552,0
2000,152,65630,0
31000,40,65423,0
516000,40,65535,0
349000,40,65535,0
504008000,52,65547,0
513000,52,65535,0
32000,40,65523,0
100000,366,65861,0
391000,40,65209,0
9501000,57,65552,0
14000,152,65630,0
10000,40,65423,0
494000,40,65535,0
356000,40,65535,0
488634000,52,65547,0
450000,52,65535,0
35000,40,65523,0
97000,366,65861,0
307000,40,65209,0
9840000,57,65552,0
